,data_provider_id,taxonomy_id,taxonomy_entry_code,data_provider_name,taxonomy_name,taxonomy_entry_category,taxonomy_entry_name,seg1,seg1_total,seg1_uu,seg1_pct,seg2,seg2_total,seg2_uu,seg2_pct,index
216289,11878,24667,14734661,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Instagram,Social Media Users Instagram,random,14074,3240,0.23,status_conscious,12977,2951,0.23,101
216398,11878,24667,14734671,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->YouTube,Social Media Users You Tube,random,14074,6558,0.47,status_conscious,12977,5969,0.46,101
217010,11878,24667,14734667,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Twitter,Social Media Users Twitter,random,14074,9117,0.65,status_conscious,12977,8525,0.66,99
217652,11878,24667,14734672,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users,Social Media Users ALL,random,14074,10651,0.76,status_conscious,12977,10110,0.78,97
217767,11878,24667,14734659,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Facebook,Social Media Users Facebook,random,14074,10060,0.71,status_conscious,12977,9542,0.74,97
228827,11878,24667,14734672,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users,Social Media Users ALL,status_conscious,12977,10110,0.78,big_life_events,18199,14217,0.78,100
229096,11878,24667,14734659,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Facebook,Social Media Users Facebook,status_conscious,12977,9542,0.74,big_life_events,18199,13494,0.74,99
229615,11878,24667,14734667,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Twitter,Social Media Users Twitter,status_conscious,12977,8525,0.66,big_life_events,18199,12361,0.68,97
230666,11878,24667,14734671,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->YouTube,Social Media Users You Tube,status_conscious,12977,5969,0.46,big_life_events,18199,9118,0.5,92
232451,11878,24667,14734661,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Instagram,Social Media Users Instagram,status_conscious,12977,2951,0.23,big_life_events,18199,4824,0.27,86
234108,11878,24667,14734665,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Tinder,Social Media Users Tinder,status_conscious,12977,968,0.07,big_life_events,18199,1743,0.1,78
234572,11878,24667,14734663,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Snapchat,Social Media Users Snapchat,status_conscious,12977,793,0.06,big_life_events,18199,1475,0.08,75
235399,11878,24667,14734669,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Yelp,Social Media Users Yelp,status_conscious,12977,470,0.04,big_life_events,18199,948,0.05,70
242772,11878,24667,14734663,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Snapchat,Social Media Users Snapchat,status_conscious,12977,793,0.06,parent_helpers,14273,673,0.05,130
243721,11878,24667,14734665,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Tinder,Social Media Users Tinder,status_conscious,12977,968,0.07,parent_helpers,14273,909,0.06,117
243730,11878,24667,14734669,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Yelp,Social Media Users Yelp,status_conscious,12977,470,0.04,parent_helpers,14273,440,0.03,117
243832,11878,24667,14734661,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Instagram,Social Media Users Instagram,status_conscious,12977,2951,0.23,parent_helpers,14273,2791,0.2,116
244085,11878,24667,14734659,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Facebook,Social Media Users Facebook,status_conscious,12977,9542,0.74,parent_helpers,14273,9223,0.65,114
244183,11878,24667,14734667,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Twitter,Social Media Users Twitter,status_conscious,12977,8525,0.66,parent_helpers,14273,8327,0.58,113
244196,11878,24667,14734672,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users,Social Media Users ALL,status_conscious,12977,10110,0.78,parent_helpers,14273,9812,0.69,113
244541,11878,24667,14734671,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->YouTube,Social Media Users You Tube,status_conscious,12977,5969,0.46,parent_helpers,14273,5966,0.42,110
258140,11878,24667,14734672,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users,Social Media Users ALL,status_conscious,12977,10110,0.78,pragmatic_buyers,16928,12587,0.74,105
258266,11878,24667,14734659,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Facebook,Social Media Users Facebook,status_conscious,12977,9542,0.74,pragmatic_buyers,16928,11952,0.71,104
258715,11878,24667,14734667,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Twitter,Social Media Users Twitter,status_conscious,12977,8525,0.66,pragmatic_buyers,16928,10935,0.65,102
259925,11878,24667,14734671,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->YouTube,Social Media Users You Tube,status_conscious,12977,5969,0.46,pragmatic_buyers,16928,8069,0.48,96
260982,11878,24667,14734661,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Instagram,Social Media Users Instagram,status_conscious,12977,2951,0.23,pragmatic_buyers,16928,4227,0.25,91
262486,11878,24667,14734663,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Snapchat,Social Media Users Snapchat,status_conscious,12977,793,0.06,pragmatic_buyers,16928,1243,0.07,83
262702,11878,24667,14734665,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Tinder,Social Media Users Tinder,status_conscious,12977,968,0.07,pragmatic_buyers,16928,1553,0.09,81
264306,11878,24667,14734669,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Yelp,Social Media Users Yelp,status_conscious,12977,470,0.04,pragmatic_buyers,16928,926,0.05,66
273735,11878,24667,14734672,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users,Social Media Users ALL,status_conscious,12977,10110,0.78,random,14074,10651,0.76,103
273815,11878,24667,14734659,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Facebook,Social Media Users Facebook,status_conscious,12977,9542,0.74,random,14074,10060,0.71,103
274219,11878,24667,14734667,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Twitter,Social Media Users Twitter,status_conscious,12977,8525,0.66,random,14074,9117,0.65,101
274883,11878,24667,14734661,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Instagram,Social Media Users Instagram,status_conscious,12977,2951,0.23,random,14074,3240,0.23,99
275093,11878,24667,14734671,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->YouTube,Social Media Users You Tube,status_conscious,12977,5969,0.46,random,14074,6558,0.47,99
275305,11878,24667,14734665,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Tinder,Social Media Users Tinder,status_conscious,12977,968,0.07,random,14074,1072,0.08,98
276107,11878,24667,14734663,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Snapchat,Social Media Users Snapchat,status_conscious,12977,793,0.06,random,14074,906,0.06,95
277155,11878,24667,14734669,AmeribaseDigital,Ameribase Digital,Branded Data-->AmeribaseDigital-->Social Media Users-->Yelp,Social Media Users Yelp,status_conscious,12977,470,0.04,random,14074,573,0.04,89
